%FECHA	DAY	DEM01	DEM02	DEM03	DEM04	DEM05	DEM06	DEM07	DEM08	DEM09	DEM10	DEM11	DEM12	DEM13	DEM14	DEM15	DEM16	DEM17	DEM18	DEM19	DEM20	DEM21	DEM22	DEM23	DEM24
02/05/2011	MON	21816.5	20123.1	19082.3	18491.3	18448	18796	20842.2	21916	24028.8	25536.4	27509	28344.6	28864.5	29190.9	28293.5	27055.7	27087.9	26937.3	26860.4	26787.2	28029.2	30559.4	29171.5	25950.2
03/05/2011	TUE	23549.5	21624.7	21045.3	20768.1	20560.8	21045.4	23770.5	26403.2	29178.9	31124.4	31904.6	32722	33273.8	33201.2	31801.9	31458.7	30999	30678.2	29998.4	29670.5	30840.6	32287.8	29734.7	26876.9
04/05/2011	WED	24823.2	23054.1	22096.5	21683	21546.1	22079.3	24215.3	26811.2	30035.6	31631.1	32261.1	32568.8	33231	33004.7	31641.9	30998.6	30759.3	30492.8	30154.8	29799.6	30566.4	32397	30660.5	27819.2
05/05/2011	THU	25107	23417.9	22300.4	21840.1	21829.3	22306.7	24632.4	27460.9	30136.3	31536.5	32470.2	32926.9	33477.6	33468.9	31718.6	30853.4	30974.5	30702.1	30024.1	29623.4	30725.2	32593	30528.2	27500.6
06/05/2011	FRI	25155.9	23503	22381.6	21794.1	21570.4	22133.4	24661.7	27051.9	29755.2	31266.6	32092.9	32343.4	32757.8	32500.6	31082.3	30414.5	29766.6	29558.9	28909	28921.8	29411.7	31560.2	29403	26735.2
07/05/2011	SAT	25068.2	23268.8	22498.9	21487.5	20967.5	20745.2	20961.1	21263.4	23286.2	25861	28171	29039.9	28703.5	29077.4	27777.6	26145.5	24998.6	24895.1	24555	24891.3	25479.9	28450.1	27598.2	25483.1
08/05/2011	SUN	24028.8	21845.2	20147.7	19466.8	19115.8	18802	18907.6	18756.4	19564.8	21798.3	23493.8	24231.9	24407.6	24841.4	24682.5	23121.1	22514.9	21808.6	22160.2	22916.7	24227	27881.6	27781.5	25624.5
09/05/2011	MON	23005.1	21072.6	19977.4	19853.9	20287.3	20818.9	23527.8	26196.7	29291.4	30697.8	31906.6	32455.1	32928.2	32797.3	31863.8	31276	31027.6	30790.7	30463.6	30215	30895.9	32293.6	30728.3	27659.3
10/05/2011	TUE	24855.4	23041.8	22202.2	22058.9	22006.7	22621.1	24577.2	27419.5	30174.1	31657.6	32556	33006.3	33767	33208.8	32200.7	31223.1	30997.8	30950.6	30899.2	30443.7	30879	32351.2	30870.1	27827.1
11/05/2011	WED	25018	23744.3	22890.4	22377.5	22537.1	23131	24574.8	27657.5	30261.8	31333.7	32919.6	33391.8	33836.3	33625.2	32377.8	31792.8	31907.3	31715.9	31403.1	30875.1	31385	32913.1	30681.4	27831.2
12/05/2011	THU	25820.7	24073.8	22882.9	22501	22484.7	22807.1	25120.1	27347.3	30345.9	31480.6	32733.8	33173.5	33798.7	33904.8	32471.5	31786.6	31948.2	31949.8	30937.1	30782.3	31293	32155.6	30700.6	27780.3
13/05/2011	FRI	25806.4	24157.7	23080.6	22399.9	22317.2	22800.9	24713.9	27147.3	30040.5	31570.3	33002.6	33586.7	34053.1	33660.2	32592.9	31515.1	31364.9	31360	30901.4	30506.1	30508.4	31283.2	30539.3	27807.1
14/05/2011	SAT	26431.2	24872.3	23161.2	22273.4	21884.4	21800.2	21939.3	22034.4	24152.5	26539.9	28997.6	29423.2	29482.5	29829.7	28579.4	27187.9	26278.6	26162.9	26073.5	26618.1	27105.1	28780.4	27996	25389.6
15/05/2011	SUN	24125.2	22011.2	21252	20520.6	19988.9	19703.7	19289.1	19251.6	19990.4	21698.7	23420.8	24291.2	24834	25439.5	25277.6	23857.1	23046.3	22714.8	22577.7	22686.8	24331.4	26406.1	27839.9	25257.4
16/05/2011	MON	23084.9	21033	20016.7	20051.8	19867.8	20698.6	23240	26229	29094.2	30711.5	32078.6	32756.7	33021.1	33481.3	32081.9	31399.5	31036.9	30888.7	30332.3	29891.3	30562.4	31795.3	30382.5	27635.1
17/05/2011	TUE	25103.3	23510.2	22423.8	22057.3	22060.2	22477.9	24396.2	26564.8	29454.7	31085.6	32278.1	33101.5	33637.6	33630.5	32319.5	31763.4	31530.2	31364.3	30893.9	30498	30838.9	31970.4	30500.6	27626.3
18/05/2011	WED	25109	23951.4	22832.1	22511.3	22189.8	22577.7	24664.7	27357	30757.1	31774.6	33302.2	33684.2	34319.6	34100.7	32326.9	31783.2	31337.5	31312	30961	30797.5	31365.7	32324.4	30721.7	27951.7
19/05/2011	THU	25422.3	24010.9	22865.2	22468.2	22273.3	22809.1	24511.6	27445.3	30272.3	32042.5	33078.4	33509.1	34169.6	33966.7	32526.3	31589	31708.2	31679.4	31265	30650.6	30999.4	32104.3	30522.1	27324.9
20/05/2011	FRI	25050.5	23403.5	22388	21957.6	21788.6	22426.2	24270.6	26727.6	29508.3	31357.2	32468.7	33044	33759.6	33456.9	32178.3	31468.8	30893.9	30660.5	30287.9	29380.3	29490.8	30702.8	30006.6	27555.8
21/05/2011	SAT	25665.6	23969.9	22627.3	21816	21400.8	21379.5	21309.3	21654.5	23305.5	25784.4	28117.2	28819.9	29197	29395.2	28193.3	26941	25791.6	25658.7	25456.8	25534.6	26063.5	27967.9	27829	25866.8
22/05/2011	SUN	23680.8	22407.8	20992.2	20281.1	20064.1	19962	19479.2	19046.8	20243.9	21862.2	23818.6	24352.3	24769.3	25237.5	25014.3	24035	23297.2	22915.9	22577.4	23146.3	24530.9	26852.6	28037.5	25611.9
23/05/2011	MON	23565.8	21659.4	20891.6	20512.7	20441.1	20964.3	23353.6	26618.4	29016.6	30802.7	32968.3	33478.5	34147.1	34239.1	33008	32401.4	32446.3	32514.1	31993.7	31471.6	31589.5	32388.1	31687.8	28593.8
24/05/2011	TUE	26163.7	24032.7	22691.3	22819.7	22575.2	22836.6	24711.5	27668.1	30449.1	32116.6	33616.2	34531.6	35352.1	35349.5	34096.9	33350.4	33320.4	33342.8	32771.6	32238.8	32145	32383.9	31549.8	28384.4
25/05/2011	WED	25869.8	24421.2	23528.7	23078.5	23028.4	23669.4	25591.4	27961.8	30757	32821.9	34553.2	35259.8	35917.3	36105.6	34708.5	34097.8	34368.4	34188.3	33918.8	33201	32719.9	33245.9	31772.6	28844
26/05/2011	THU	26668.9	24899.5	23483.6	23314.8	23356.5	23729.7	25770.4	28687.1	31371.2	33242.5	34584.5	35584.7	36441.1	36509.3	34962.7	34291.6	34565.3	34043.5	33295.5	32492.7	32140	32862.7	31694.1	28381.8
27/05/2011	FRI	26012.5	24456	23494.2	22914.6	22565	23050.6	24860.8	27367.2	30048.2	32329.8	34070.5	34470.8	35159.3	35717.5	33896.7	32541.6	32375.1	32550.5	31674.9	31105.1	30883.3	31850.6	30735.2	28076.5
28/05/2011	SAT	26217.1	24322.8	22846.4	22181.4	22059.3	21834.3	21719.5	22025.9	23643	26328.1	28425.3	29042.4	29405.6	29501.3	28641.2	27266.4	26722.1	26509.3	26685.4	26888.3	27265.4	28411.7	28448.5	26432.6
29/05/2011	SUN	24792.6	22637.7	21288.2	20596.9	20407.4	20152.3	19841.1	19252.9	20555.1	22300.5	24184	25142	25939.2	26000.1	25455.8	24979.7	24097	23704.9	23745.1	24263.8	25327.8	27717	28441.2	26436.5
30/05/2011	MON	24066.5	22261.2	21228.6	20924.5	21047.6	21456.6	23597.2	26420.9	29884.6	31492.8	33122.6	34222	34386.9	34356.3	32646.2	32213.6	32163.5	32356.1	31381.5	30615.2	30536	31024.6	30337.5	27691.7
31/05/2011	TUE	25199.1	24063	22738.9	22459.9	22459.5	22987.5	24668.3	26954.8	30201.9	31785.7	33121.9	33820.4	34712.3	34418.4	33232	32452.9	32327.9	32265.7	31554.5	30875.4	30575.1	31627.1	30664.7	28503.2
01/06/2011	WED	25706.7	24024	22905.5	22418.7	22203	22684.5	24327.4	26660.1	29715.5	31242	32591	33178	33828.9	33379.8	32306	31656.5	31745.5	31749.6	31354	30734.1	30734.1	31510.8	30534	28421.9
02/06/2011	THU	25438	24307.9	23067.1	22746.5	22432.5	23017.3	24588.4	27019	29783.5	31286.6	32604.7	33733.3	33743.4	33664.1	32403	31337.7	31311.6	31570.7	31022.6	30556.2	30698.8	31638.3	31129.9	28205.5
03/06/2011	FRI	25753.2	24248.6	23074.2	22910.3	23202.7	23511.5	24685.5	27773.8	30636.4	32052.1	32755.5	33754.2	34181.9	34192.3	32626.8	31680.4	31248	30944.7	30661.5	30232.5	29772	30562.3	30008.4	27883
04/06/2011	SAT	26229.6	24710	23101.6	22218.9	21943.7	21494	21154.3	21336.9	23194.9	25970.3	28081.8	29334.9	29719.6	29800	28879.9	27744.3	26849	26482.3	26501.6	26376.2	26762	27899.9	27878	26297.1
05/06/2011	SUN	24319.1	22368.1	21076.4	20363.3	20170.1	19836.5	19579.5	18840.9	20575.8	22514.3	24487.4	25505.1	25812.1	26305.5	26250.4	25137.1	24364.5	24010.8	23760.7	24015.8	24739.6	26952.8	27977.6	26094.9
06/06/2011	MON	23484.1	21839.8	20765.8	20844	20731.8	21547.4	23998	26360.6	29992.7	31596	33129.7	33853.4	34062.1	34075.7	32526.2	32232.4	32251	32171.5	31699	31065.9	30680	31398.4	30114.3	27206.5
07/06/2011	TUE	24474.6	23205.9	22236.6	21924.2	21850.2	22296.5	24176.7	26684.1	29522.5	31057.7	32054.1	33204.8	33863.5	33566.4	32566.9	31541.1	31125.9	31266.5	30957.1	30191.4	30344.2	30871.8	29960.7	27392.5
08/06/2011	WED	24836.2	23485.6	22462.7	22195.7	22079.3	22421.7	24101.7	26772.2	29688.8	31017.3	32255.6	32994.8	33336.7	33354.2	31720.9	31157.4	31071	30827	30665.2	30047.8	30112.5	30791.6	29962.6	27390.8
09/06/2011	THU	25121.7	23760.5	22903.7	22349.5	21931.4	22752.7	24223.4	26683.9	29400.1	30726.9	32291.4	33137	33633.3	33027	31472.5	30582.1	30788.7	30827.4	30528.5	30078.8	30057.2	30797.7	30035.2	27660.8
10/06/2011	FRI	25275.7	24224.7	23195.6	22728.5	22742.3	22994.3	24229.3	27308	30130.2	31517	32706.6	33588.5	33829.5	33602.6	31965.1	31285.1	31321.2	31132.7	30493.8	29918.7	29544.8	30370.8	29761	28363.4
11/06/2011	SAT	26112	24437.5	23075.1	22285.6	22140	21742.5	21329.4	21614.6	23792.1	26606.3	28348.3	29009.6	29193.5	29529.8	28375.2	27095.3	26281.9	25866.1	25687	25907.9	26478.3	27865.5	28114.5	26625.2
12/06/2011	SUN	24614.5	22587.4	21457	20815.9	20394.9	20156.6	19627.3	19535.1	20293.2	22062.9	24007	25229.4	25612.3	26431.9	25942.4	24957	23990.2	23618.2	23769.4	24153.5	25284.7	27358.3	28599.1	27055.9
13/06/2011	MON	24369.3	22212.4	21220.6	20902.8	20722.6	21068.3	22550.5	25106.1	27949.7	29490.1	31155.4	31963.2	32761	32961.7	31896.3	31381.2	31283.9	31062.7	30593.6	30267.4	30304	30525.2	30343.1	28442.3
14/06/2011	TUE	26348	24631.4	23364.4	23097.2	22832.5	23343.5	25081	27763	30861.1	32365	33861.8	34950.9	35931.4	36000.8	34625	34038.7	34015.8	33859.9	33064.9	32695.9	32302.7	32491	31569.6	28829.8
15/06/2011	WED	26592.5	24783.2	23869.9	23401	23288	23448.1	25672	28111.8	31326.4	33220	34642.7	35728.7	36677.1	36612	35028.9	34455.8	34203.7	34262.5	33925.4	33116	32791.9	32730.2	31853.9	29103.8
16/06/2011	THU	26410.3	24944.3	23911.2	23566.3	23452.4	23559.4	25537.1	28947.6	31633.8	33241	34754.5	35694.7	36282.2	36072.6	35019.6	34280.3	34315.3	34605.5	34256.4	33147	32805.6	32414.3	31947.1	29359.1
17/06/2011	FRI	27244.7	25960.5	24812.4	24324.8	23777.9	24256.5	26090.3	28031.1	31352.4	32541.7	34655.1	35539.2	36136.5	35792.3	34578.3	33882.4	33481.3	33307.5	32584.9	32271.4	31789.7	31656.2	31175.7	29071.3
18/06/2011	SAT	27614.5	26003.3	24563.8	23324.1	23068.7	22820	22427	22493.3	24580.2	27418.9	29868.3	30442.4	31133.1	31192.6	30204.2	28666.8	28204.7	27892	27691.7	27843.3	28101.6	28855.2	29182.6	27527.5
19/06/2011	SUN	25603.5	23840.1	22137.3	21542.8	21040.2	20995.6	20582.8	19941.2	21382.7	23350.7	24871.2	25979.4	26499.9	27158.6	27014.6	26328.7	25572.1	25147.7	25215.6	25502.2	26469.9	28027.2	29128.7	27684.7
20/06/2011	MON	25253.3	23394.6	22445.1	21810.7	22063.2	22560.9	24323.6	27760	31143.7	32915.6	35037.6	35613.1	36321.2	37030.4	35682.5	35021.9	34801.9	35314.7	34763.6	34330.3	33080.8	33398.3	32893.8	29969.8
21/06/2011	TUE	27993.6	26122.9	24875.3	24203.2	24101.3	24455	26392.8	29123.6	31828.4	34482.6	36037.3	36957.8	37734.2	38202.7	36732.2	36544.8	36643.2	36773.4	36067.6	34777.9	33962.2	33761.9	33472.6	30673.3
22/06/2011	WED	28816.7	26354	25164.8	24253.6	23979.7	24595.8	26120.7	28892	31997.5	34368	36013.4	36956.6	37682.6	37774.4	36257.4	35757.3	35892.7	36054.7	35444.3	34619	33416.2	32859.1	32349.4	30350.7
23/06/2011	THU	27967.9	26331.6	25169.1	24433.1	24246.1	24325.9	25260.5	27048	29604.8	31371.8	32983	33363.4	33997.5	34198.5	32992.4	32427.9	32360.9	32173.6	31625.9	31141.5	30462.7	30243.1	29988.7	27980
24/06/2011	FRI	26498.9	25621.9	24418.5	23203	22803.3	22813.4	23945.7	25503.7	27643.6	29466.1	31185.5	31897.9	32777.8	33023	32062.4	31647.7	31369.5	31609.8	30924.9	30685.7	30238.6	30045	31030	28367.3
25/06/2011	SAT	27014.2	25314.9	23766.1	22917.7	22389.9	22153.7	22029.7	21611.8	24140.3	26795.5	29651.7	30647	31534.9	32144.5	31905.5	31180.5	30197.3	29852.2	29774.4	29699.4	29861.7	30392.6	30428.9	29447.8
26/06/2011	SUN	27226.2	25067.8	23211	22371.4	21784.9	21718.6	21123	20606.3	22151.1	23970.4	26583.6	27159	27986.8	28888.1	29369.4	28666.3	28012.9	27665.9	27615.6	27930.9	28609.6	29715.2	31562.7	29536.3
27/06/2011	MON	27468.7	25153.7	23951.7	23251.9	22842.4	23349.2	25556.5	28400.9	32035.6	34373.5	36926	38132.5	39218.5	39537.1	38413.1	38190.3	38128.3	38270.8	37533.1	36710.5	35677	34886.4	34475.2	32058.4
28/06/2011	TUE	29900.3	27708.5	26330	25563.5	25425.5	25481.3	27060.4	29250.4	32490.4	35126.6	37312.8	38200.3	39484.9	39482.5	38584.9	37849.9	37830.3	37898.4	37186.3	36347.9	35171.1	34254.3	33984.2	31587.6
29/06/2011	WED	29052.3	27185.6	25906.5	25231.2	24523.8	24863	26330.5	29083.9	31976.6	34122.7	35839.4	36341	37746.7	37775	36712.9	36785.2	36583.1	36747	35877.3	34858.4	34117.1	33394.9	33228.7	31281.8
30/06/2011	THU	29319.6	26963.6	25941.8	25296.8	24705.1	24917.7	26462.3	28670.2	31393.4	33556.1	35432.1	36140.6	37068.3	37574.8	36489.1	36308.6	36521.1	36763.3	35781.6	34949.8	34273.8	33685.2	33858.8	31504.1
01/07/2011	FRI	29969	27515.8	25806.1	25280	25021	25235.4	26612.2	29124.4	31635.2	33960.5	35970.5	36960.1	37918.5	38319.7	36987.3	36567	36510.6	36366.2	35658.4	34797.7	33912.5	33264.5	32915.6	31113
02/07/2011	SAT	29832.5	27685	26117.1	24866.4	24251	23437.4	22953.2	23184	25359.3	28201.3	30801.5	31826.7	32789.5	33330.7	32440.9	31875.5	31117.7	30892.9	30715.8	30624.5	30573.9	31099.3	31098.7	30046.9
03/07/2011	SUN	27695.2	25636.5	24121.8	23184.1	22263.2	22134.4	21463.8	21226.4	22124.8	23994	26019.9	27538.9	28158.7	29022	28654.7	27669.9	27210.3	26854.9	26327.1	26341.5	26709.6	27978.8	29801.8	28215.2
04/07/2011	MON	26058.4	23757	21985	21681.7	21941.1	22448.5	24879.3	27382.4	30512.7	32760.8	34723.1	35201.1	36001.2	36165.3	34947.6	34702.8	34052.7	34598.6	33635.9	32935	32540.8	32290.8	32231.2	30298.1
05/07/2011	TUE	28172	26091.6	24669.8	23882.8	23951.3	24060.8	25802	28324.6	31486.5	33800.7	36436.8	37002.9	38135	38481	37280.1	36197.7	36022.8	35946.3	35569.5	34727.9	34418.6	33731.6	33822.9	31105
06/07/2011	WED	29000.5	26598.4	25288.1	24773.1	24529	24866.5	26721.3	29151.7	31794.8	34045.7	36419.1	37066.9	38388.3	38465.9	37357.5	36478.9	36534.6	36309.9	35880	34963.4	34039.4	33392.8	33460	30912.3
07/07/2011	THU	28897.4	26608.6	25141.9	24588.2	24371.5	24649	26100.9	28303.2	31375.2	33684	35620.2	36307.2	37196.2	37265	35892.9	34879.1	35061.4	35092	34505.4	33976.4	32886.2	32838.7	32724.5	30561.2
08/07/2011	FRI	28889.1	26456	25171.9	24385.8	24359.4	24367.3	26261.9	28594.9	30952.7	33547.9	35335.4	35915.8	36643.1	36826.3	35761.7	34367.1	34525.5	34414.9	33480.4	32976.8	32408.1	32403.5	32370.5	30381.1
09/07/2011	SAT	28865.7	26938.2	25265.5	24360.3	23910.9	23205.7	22997.5	23264.1	25282	27724.8	29946.5	31137.2	31641.5	31973	31415.9	30354.5	29662.8	29418.6	29190.8	29270	29498	29801.3	30283.7	28733.7
10/07/2011	SUN	26834.3	25266.9	23235.7	22720.9	21945.3	21844.1	21561.3	21090.2	21792.5	23566.6	25176.8	26142.2	27009	27740	28001.2	27347.4	26615.5	26165.5	25848.6	26019.8	26741	28111.3	29966.3	28312.6
11/07/2011	MON	26106.1	24270	22801.5	22399.8	22303	22976.7	25276.2	28158.3	31211.5	33955	36201.6	36736.3	37667.8	38321.8	36974.9	36395.3	36299.4	36254.2	35589.5	34991.4	34088.1	34033.2	33291.1	31206.4
12/07/2011	TUE	29353.3	27895.7	26179.5	25434.1	25189.4	25313.1	26751.7	29497.1	32432.6	34732.3	37009	37481.2	38001.8	37883.2	36727.8	36030.8	35844.4	35735.7	34816.9	34201.4	33356	32886.3	32428.1	30192.7
13/07/2011	WED	27965	26295	24964	24639.5	24284.8	24289.6	26134.9	28333.3	30930	32901.3	34935.8	35319.8	36070.9	36187.5	34921.3	34150.2	34087.2	34015	33239.4	33094.9	32452.9	32251.2	32046.7	29980.5
14/07/2011	THU	28211.3	26409.3	25067.5	24449.9	24269.3	24492.1	26131.9	27994	31085.1	32699.2	34357.8	35133	36022.6	35807	34711.8	33900.2	33810.6	33776.6	33325.6	32915.2	32491.3	32818.9	32591.2	30737.8
15/07/2011	FRI	28650.7	26530.1	25205.3	24616.3	24304.8	24545.9	26407.4	28498.1	31067.9	33226.9	35370	36099.9	36739.5	37178.9	35496	34599.1	34243.6	34116.1	33522.9	33124.9	32477.8	32122.2	32450	30438.2
16/07/2011	SAT	28604.6	26824.1	25275.3	24305.9	23689.7	23495	23351.5	23528.2	25091.4	27408.3	30136.6	30897.8	31674.7	32257.7	31464.3	30351.3	29856.9	29452	29018	29027	29193.3	29560.5	30354.9	28282.2
17/07/2011	SUN	26636.8	24422.3	23143.9	22348.4	21626.5	21521.8	21045.6	20538.9	21083.8	22734.9	24437.6	25674.3	26539.5	27349.2	27453.3	26833.4	26248.6	25407.5	25297.4	25435.5	26011.7	27945	29591.4	27663.9
18/07/2011	MON	25849.8	23797	22517.9	22197.1	22037.5	22490.5	24739.2	27381.3	29772.9	31914.3	33973.9	34348.2	35055	35142.8	33807.9	33155.1	33028.3	33092.7	32610.1	32016.4	31519.5	31590.2	31464.4	28975.7
19/07/2011	TUE	27417.8	25381.6	24038.5	23478.6	23330.3	23878.7	25422.7	27711.8	30105.1	32197.1	34163.3	35097.7	35405.3	35386.8	33907	33322.1	33461	33368.3	32873.6	32214.2	31876	32218.9	32476.3	29618.5
20/07/2011	WED	27656.5	25801.9	24357.9	23660.7	23495.2	24238.3	26015.8	28212.1	30677.7	32619.9	34379.6	35279.3	36055.1	35907.5	34654.9	34000.9	33821	33545.9	33076.2	32988.3	32706.7	32574.7	32667.7	29832.6
21/07/2011	THU	28146.1	26201.3	24878.6	24291.4	24120.2	24312.2	26092.1	28363.7	31065.1	33209.2	35401.6	35875.8	36879.6	36701.9	35596.7	34738	34694.8	34484.6	34204.3	33699.6	33031.1	32910.4	32479.6	29995.7
22/07/2011	FRI	28208.2	26400	25042.3	24067.1	24002.8	24198.9	25719.8	27645.7	30895.2	32926.7	34558.7	35050.8	35679	36113.7	34117.7	33157.7	32739.2	32653.4	32050.2	31602	31122.6	31433.8	30877.6	28851.3
23/07/2011	SAT	27847.4	26233.1	24419.9	23511.4	22997.9	22554.6	22405.9	22515.3	24397	26874.8	29247.3	29946.2	30350.1	30626.6	29750.6	28522	27743.9	27144.9	27169.7	27217.4	27409.6	28476.1	29175.7	27044.8
24/07/2011	SUN	25577.4	23728.2	22019.2	21456.9	21223.6	20965	20783.8	20057.1	20945	22382.9	23825.1	25200.3	25737.2	26024.2	26199.1	25284.7	24509.7	23966.3	23810	24177.1	25200.3	27272.9	28500.3	27110.1
25/07/2011	MON	25404.1	23095.7	22092.4	21739.6	21459.6	21577.9	23402.5	24571.8	25942.9	28603.3	30401.2	31222.2	32144.8	32597	31724.7	30748.3	30122.1	30175.3	30192.9	30238.7	30341.9	31116.4	31270.4	28683.4
26/07/2011	TUE	27133.5	25773.4	24416.1	23842.7	23404.9	24266.5	25927.3	28268.9	30812	32427.8	34577.9	35387.1	36765.7	36570.9	35644.5	34822.5	34782.1	34797.3	34254.6	33754.4	32967.4	32988.1	33234.9	30133.8
27/07/2011	WED	28366	26355.8	24885.6	24138	24021	24268.9	25837.8	27778.3	29990.9	32374.2	34067.2	35084.2	35979.9	36398.3	35191.2	34502	34242.7	34272.8	33637.1	33269.4	32883.2	32780.2	32273.5	29668.2
28/07/2011	THU	27585.2	25548.4	24330.5	23788.4	23459.2	23816.5	25706.5	27726.8	30355.2	32661.9	34893.7	35535.9	36459.7	36858.6	35299.4	34736.3	34556.7	34501.5	34386.1	33618	33020.3	33440	32703.2	30291.9
29/07/2011	FRI	28702.6	26581.8	25289.7	24516.3	24051	24224.9	25818.4	28419.3	30069	32647	34379.2	35315.9	35891.5	36408.3	35140.8	34359.9	33793.6	33641.6	33005.3	33096.3	32269.1	32246.8	31513.7	29243.1
30/07/2011	SAT	27657	25851.4	24336.2	23302.5	22600	22262	22413.1	22426.9	23836.3	26361	28838.7	29616.2	30562.7	30572.8	29910.2	29614.7	28847.7	28167.5	27768.1	27669.4	28150.2	29188.7	29243.1	27044
31/07/2011	SUN	25442.7	23603.5	22305.4	21472.9	20774.2	20652.6	20368.6	19780.7	20751.3	22408.8	24252	25131.8	26026.7	26661.9	26699.9	26168.4	25964	25070.9	24933.3	25468.7	26098.8	28010.3	29480.9	27410.5
01/08/2011	MON	25078.1	23252.9	22000.9	21618.1	21205	21642.7	23649.3	25311.9	28680	31695.2	33928.4	34573.9	35360.5	35978.6	34716.7	33887.6	33647.7	33322.8	32898.5	32387.3	31757.7	32219.6	31635.6	29469.7
02/08/2011	TUE	26625.7	24507.7	23262.5	22728.8	22629.7	22972.3	24720	26439.2	29275	31666.6	33758	34651.8	35384.7	35637.8	34138.1	32686.6	32505.5	32482.2	32169.3	31601.2	30959.9	31567.2	31216.8	28765.1
03/08/2011	WED	26647	24347.4	23406.4	22481.4	22157.6	22542	23933.6	26374.6	29285.9	31986.1	33444.5	34399.3	35276.1	35823.3	34406.7	33516.1	33426.6	33447.3	32996.5	32194.8	31576.5	32455	32029.8	29504.7
04/08/2011	THU	27231.9	24863.1	23370.3	22779.2	22557.1	22849.7	24476.6	26360.2	29084.7	31623.4	33513.9	34753.9	35692.4	36288.7	35152	34419.7	33851.5	33684.9	33379.6	32824.1	32014.9	32998.5	32502.4	29828.5
05/08/2011	FRI	27698.3	25259.5	24071.3	23541.4	23274.6	23684.7	25123.4	26941.8	29570.7	32220.8	34052.2	35057.5	36090	36402.8	35306.4	34180	33432.4	33304.4	32801.2	32421.1	31273	32165	31484.1	28891.3
06/08/2011	SAT	27127.6	25441.1	23923.3	22941.5	22502.6	22446.9	22583.6	22328.9	23642.2	26302.3	28291.2	29627.1	30098.8	30397.8	30118.6	29424.2	28475.6	28166.5	27984.5	27803.6	28530.7	29954.3	29611.3	27634.9
07/08/2011	SUN	25695.9	24517.6	22741.3	21913.8	21328.4	21143.1	21073.3	20558.9	21298.2	22873.7	24098	25697.5	26550.4	27331.1	27114.3	26430.5	25679.2	25234.4	25195.5	25556.8	25950.5	28298.5	29199.4	27021.9
08/08/2011	MON	25215.9	23439	22151.9	21671.2	21580.2	21646.8	23393.1	25330.4	27885.6	29807.2	32157.6	32635.8	33988.8	35259.2	34116.2	33368.5	32675	32390	32158.6	31451	31250.7	32371	31519.7	28924.1
09/08/2011	TUE	26436.2	24419.1	23301.5	22822.2	22604.4	22653.4	23703.1	25415.2	27329.7	29494.8	31722.3	32570.2	33439.7	33983.9	33587.6	32648.9	32325.8	32311.2	31980	31419.7	30875.3	32002.5	31670.8	28355.3
10/08/2011	WED	26682.7	24674.6	23416	22884.7	22533.2	22955.9	24114.4	25685.8	27724.5	29963.6	32007.4	33226.3	34263.2	34690.1	34048.1	33063.2	32698.7	32965.8	32503.5	32271.5	32262.5	33183.2	32453.1	29569.2
11/08/2011	THU	27832.5	25469.5	23766.4	23242.2	23058.1	23270.4	24564.9	25878.5	28316.8	30962.3	32937.3	34202	34601.8	35470.6	34477.1	33634.2	33442.2	33443.9	33422.5	32821.3	32439.6	33267.1	32506.7	29804.6
12/08/2011	FRI	27459.4	25486.3	24063.7	23371.2	22883.6	22927.6	24361	25803.3	28138	30783.7	33048	33790.5	34710.8	35554.2	34783.9	33926.4	33566.3	33188.7	32729.7	32160.4	31422.8	32418.6	31477.5	28723.7
13/08/2011	SAT	26646.2	24587.3	23617.8	22492.7	22278.8	21969.5	22497.6	22479	22949.9	25515.2	27766.1	28933	29546.3	30157.6	29746.4	28982.3	28615	28225	27819.3	27775.7	28025.6	30059.1	29453.3	27507.6
14/08/2011	SUN	25949.1	23970.7	22941.6	21990.2	21344.1	21064.2	20984.6	20483.7	20877.3	22099.2	23758.4	25026.1	26076.6	26614.9	26909.1	26648.7	25777.7	25423.6	25279.1	25344.7	25903.4	28668.3	28797.1	26839
15/08/2011	MON	25681	23731.3	22298.8	21442	20790.9	20708.5	20817	20518.9	21281.8	22679.4	24154.9	25156.3	26645.7	27812	28389.1	27668.6	26858.2	26318.4	26183.1	26347.3	26993.9	29460.2	29956.6	27508.7
16/08/2011	TUE	25785.6	23837	22882.6	22173.1	21984.1	22378.2	23440.2	24692.7	27602.9	30024.9	32055.8	33498.4	34486.3	35237.4	34566.1	33890.8	33615.2	33352.6	33146.3	32816.2	31771.5	33788.9	32775.4	29765
17/08/2011	WED	27812.9	25794.8	24164.4	23290.5	22893.8	23349.8	24551.3	25973.9	28347.1	30392.4	32659.9	33520.7	34608.3	35609.9	35118	34504.1	34105.9	33973.6	33551.9	32986.9	32840	34079.2	33242.3	30451.5
